#Table1
u,g,r,i,z,redshift
19.69563,17.53129,16.47467,16.007,15.63201,0.08397971
19.06686,18.1902,17.86199,17.57582,17.42682,0.05049009
18.56369,16.72327,15.79623,15.37091,15.00125,0.07012362
19.7428,17.87741,16.94707,16.50771,16.17781,0.05867258
19.4293,17.40387,16.45127,15.98707,15.6506,0.07020292
20.15338,18.23167,17.27648,16.80799,16.44865,0.08738681
18.87574,17.02165,16.11087,15.66298,15.34988,0.04477335
19.20251,17.17879,16.20001,15.74093,15.34595,0.04519832
18.24033,17.05944,16.60946,16.3471,16.14686,0.04977782
19.63656,18.0059,17.20834,16.90141,16.51074,0.06831948
18.58988,17.30803,16.6483,16.24656,16.01119,0.0821308
19.26373,17.44385,16.54262,16.15423,15.80211,0.08238281
18.45296,16.5806,15.69553,15.26562,14.89826,0.07464101
18.67249,17.71375,17.49362,17.28284,17.22644,0.04050813
19.25667,17.54869,16.63578,16.14922,15.76639,0.07208736
20.22903,18.25131,17.29758,16.88011,16.54892,0.07543479
19.8949,18.48069,17.76372,17.29312,17.01372,0.07664483
17.81661,16.86976,16.53884,16.19576,16.08668,0.07277206
19.18013,18.07133,17.71771,17.48797,17.55667,0.06807999
20.06448,18.31529,17.56787,17.17199,16.8996,0.06210804
19.08999,17.87979,17.30001,16.91738,16.72677,0.07909836
19.20085,18.08511,17.69779,17.42061,17.29814,0.04204269
18.44487,16.62873,15.70877,15.29358,14.97091,0.07950422
19.1813,17.78183,17.06773,16.68902,16.40639,0.07963099
18.29014,16.88035,16.29732,15.99593,15.81486,0.04150943
17.85853,16.4395,15.76779,15.41843,15.10917,0.04419503
19.17008,17.81611,17.23299,16.71327,16.50843,0.04366594
19.06051,17.42766,16.58445,16.19048,15.8707,0.08114808
19.90844,19.47001,19.91787,19.1847,19.93496,0.08408111
18.60652,17.09124,16.35563,15.94936,15.67175,0.07542984
18.57035,17.39246,16.95448,16.64374,16.48623,0.08034749
20.33722,18.53075,17.58663,17.17742,16.87596,0.08963352
19.0892,17.42552,16.53225,16.09403,15.73852,0.08979167
17.8125,16.3429,15.59771,15.18967,14.87065,0.07249224
18.83398,17.60006,16.87173,16.47609,16.19033,0.07200869
20.27444,18.5236,17.68348,17.29057,17.04323,0.07111648
19.0046,17.1114,16.195,15.7732,15.45656,0.07969137
19.20152,17.33859,16.48903,16.08567,15.78672,0.04851788
18.23957,16.68146,15.84209,15.436,15.09932,0.08896293
19.32181,17.94338,17.14727,16.74583,16.45082,0.08890882
19.83092,17.86837,16.9039,16.47113,16.10697,0.08840443
18.84186,17.06882,16.2189,15.79637,15.48736,0.08729241
20.28024,18.56662,17.66568,17.26798,16.97854,0.08859015
19.76579,18.23889,17.46336,17.06416,16.80212,0.0881023
19.90123,18.16292,17.29938,16.92181,16.59539,0.08636789
19.51519,18.30251,17.74708,17.4102,17.20714,0.08673923
20.09472,18.03561,17.0769,16.66223,16.30322,0.08871391
18.65922,17.35072,16.6898,16.33354,16.09719,0.08079409
20.39234,18.51005,17.62578,17.23282,16.91168,0.08237318
18.79453,16.86355,15.98425,15.57365,15.22537,0.07165621
18.96904,17.68117,17.08463,16.67639,16.40367,0.07105038
19.13942,17.25415,16.35476,15.9382,15.59375,0.07161345
19.70392,17.94041,17.01086,16.59678,16.26742,0.08298794
18.96585,17.54525,16.76086,16.35486,16.00846,0.04678359
19.54446,17.59113,16.7012,16.27882,15.94445,0.08375064
19.38765,18.24457,17.81407,17.52613,17.39755,0.08381993
20.12473,18.22325,17.31394,16.89368,16.57522,0.08403742
19.71969,18.39695,17.73449,17.37653,17.18966,0.08137351
19.05593,17.4469,16.62104,16.1772,15.8263,0.08266877
20.21239,18.54202,17.77129,17.41155,17.05133,0.04774582
19.21791,18.13693,17.6026,17.24186,17.04144,0.08909807
19.13401,17.89781,17.31444,16.9615,16.67193,0.04795738
19.47629,17.90995,17.0871,16.52479,16.14867,0.06219848
18.93758,17.59093,16.84849,16.38815,16.08679,0.08315092
20.14458,18.50819,17.73399,17.3211,17.03065,0.08297204
19.12699,17.76001,17.05817,16.66443,16.38545,0.06776057
19.59202,18.54725,18.17758,17.89173,17.79495,0.06883805
19.97998,18.08373,17.1307,16.66089,16.29786,0.08477004
19.00477,17.27865,16.36591,15.86948,15.41238,0.06563459
18.78836,17.85105,17.63509,17.45186,17.32874,0.04359543
18.55473,17.34308,16.85024,16.56125,16.38877,0.04583225
19.27568,17.54428,16.76481,16.38242,16.06508,0.04341146
19.3579,18.07873,17.48126,17.1112,16.88187,0.07935565
19.04692,17.57554,16.83553,16.38379,16.05218,0.07119782
19.49619,18.33211,17.78413,17.4354,17.27308,0.06662225
19.43667,18.16435,17.67048,17.37646,17.21355,0.08741361
18.74185,16.96698,16.16144,15.76888,15.45503,0.04428656
19.43808,17.41169,16.39978,15.93254,15.56696,0.08704213
19.47199,17.42691,16.61283,16.17921,15.8719,0.04518585
18.95948,18.13569,17.9053,17.61372,17.52285,0.06230282
19.48899,17.41442,16.53151,16.09722,15.76293,0.04499136
18.86396,16.82316,15.96761,15.55138,15.21892,0.04247649
20.59098,18.27861,17.42678,16.87826,16.56144,0.04243781
19.15083,17.24823,16.42647,16.02654,15.74605,0.04507175
19.41016,17.55801,16.6874,16.28056,15.98519,0.04862739
19.17395,17.25643,16.45706,16.08262,15.89245,0.04628501
18.59245,16.59151,15.69045,15.26522,14.92586,0.04168135
18.41643,16.45271,15.5719,15.11834,14.75232,0.04055981
18.00971,16.17976,15.31786,14.89625,14.56333,0.04111088
18.95092,17.7539,17.22394,16.90525,16.67649,0.04748411
19.06728,17.19361,16.35458,15.96499,15.6749,0.04341232
18.90819,17.00936,16.15981,15.74504,15.4391,0.04541563
18.25082,16.26359,15.36077,14.93125,14.58854,0.04228496
19.19244,17.24238,16.38214,15.97094,15.63765,0.04117141
19.59702,17.63375,16.77292,16.36498,16.09855,0.04785177
19.27441,17.39498,16.53743,16.14068,15.82972,0.0458436
18.76879,17.02524,16.21237,15.83982,15.55406,0.04144965
18.91968,17.07107,16.22097,15.82899,15.52567,0.04176417
19.51415,17.96408,17.20963,16.86359,16.63306,0.04614336
19.93015,18.17168,17.35801,16.96521,16.6751,0.0443475
19.94818,17.9936,17.12424,16.70159,16.39913,0.04384797
18.75599,16.90385,16.03929,15.63451,15.31479,0.0467645
20.08112,18.3527,17.54881,17.16105,16.86981,0.04335027
19.10999,17.1925,16.28523,15.87091,15.53726,0.0448721
19.87273,18.14098,17.40933,17.08693,16.82367,0.04087288
18.84908,16.91217,16.00822,15.59136,15.23308,0.04715846
17.15345,15.10307,14.18622,13.75776,13.43596,0.04812082
19.33566,17.5268,16.65009,16.26553,15.94262,0.0426452
18.99191,17.16595,16.30471,15.90678,15.58841,0.04140621
19.03944,17.23631,16.42907,16.06566,15.75864,0.0471465
19.01592,17.21737,16.36308,15.96802,15.64436,0.04596619
19.4264,17.58161,16.70197,16.3038,15.97732,0.04484872
19.56176,17.04763,16.21716,15.81792,15.50225,0.04638718
19.80651,17.97992,17.14468,16.75455,16.41967,0.04232889
19.33736,17.47616,16.63656,16.25256,15.95621,0.04957389
19.9376,18.24867,17.45753,17.08006,16.78941,0.04471629
18.5524,16.71362,15.92019,15.54899,15.23775,0.04388978
19.34206,17.77271,17.06743,16.72225,16.44508,0.04161749
20.16991,18.48022,17.61304,17.16077,16.77386,0.04731286
19.33273,17.78174,17.27654,16.98632,16.76277,0.05977195
19.16637,17.45534,16.65019,16.24938,15.93866,0.08365821
18.73285,17.45038,16.85139,16.46405,16.21558,0.0702217
18.3977,17.25951,16.82349,16.54849,16.36883,0.0611262
19.89178,17.8844,16.99417,16.53408,16.13547,0.06171828
20.49613,18.77462,17.95774,17.58879,17.24585,0.06337297
19.2891,18.26645,17.94677,17.68387,17.67136,0.06312257
19.79939,18.09835,17.20561,16.77778,16.46642,0.07109754
19.54725,17.615,16.74058,16.31318,15.99654,0.06264437
19.06676,17.54873,16.74475,16.34482,16.03828,0.06348848
19.92649,17.89698,16.98085,16.5632,16.23158,0.07114973
17.8719,15.82622,14.9237,14.49012,14.16022,0.04931395
18.56929,17.45546,16.92479,16.57879,16.39044,0.04947625
17.28716,16.11881,15.56503,15.20568,14.94895,0.04346457
19.66617,18.46032,18.04557,17.72231,17.5884,0.06096138
18.26762,17.06957,16.58614,16.28547,16.18091,0.04329554
20.4954,18.50534,17.5365,17.09288,16.74628,0.08494626
19.18436,17.07518,16.09289,15.62177,15.25004,0.08444914
18.4584,17.08313,16.4649,16.14006,15.88962,0.05255714
18.84252,17.72303,17.26807,16.93408,16.76651,0.08411594
19.86104,18.40224,17.9143,17.41772,17.15313,0.07665972
19.7717,17.75731,16.81457,16.37776,16.02397,0.08379171
20.77002,18.60834,17.78771,17.3063,16.93064,0.08386191
17.94359,16.34885,15.65908,15.29705,15.03384,0.05276097
20.51064,18.56105,17.65255,17.24039,16.91519,0.07146545
19.54776,18.20441,17.76529,17.48668,17.31523,0.08010548
18.02962,16.85083,16.48309,16.22676,16.08761,0.05422141
17.89613,16.65987,16.0873,15.75377,15.47165,0.04260117
19.32986,18.04892,17.5686,17.23678,16.99832,0.06364322
19.44932,18.04292,17.41866,17.00611,16.76399,0.06336549
19.01435,17.87086,17.53551,17.32991,17.15293,0.04852981
18.18864,16.86292,16.25522,15.89191,15.64454,0.06133536
20.09378,18.10002,17.15454,16.71527,16.36779,0.08627163
18.67493,17.58183,17.15242,16.82033,16.57599,0.06145701
19.64412,17.81007,17.0243,16.65208,16.36147,0.03505792
16.87555,15.40381,14.71042,14.33659,14.04285,0.03607096
16.54507,15.31893,14.7543,14.3854,14.12277,0.03448598
19.35542,18.10958,17.53746,17.18099,16.98904,0.08963351
19.24717,17.70236,16.91595,16.48844,16.16428,0.05593275
18.79676,17.4722,16.86551,16.53507,16.25024,0.062991
18.83336,16.92627,16.06213,15.63699,15.31595,0.05187848
19.99242,18.01641,17.06995,16.63118,16.30754,0.08776
18.75177,17.36281,16.662,16.30382,16.09794,0.08794599
18.2403,16.3314,15.41577,14.98843,14.6538,0.05055746
18.03693,16.58781,15.98502,15.66183,15.46287,0.03306643
19.36437,17.99187,17.31896,16.9649,16.75267,0.05638764
19.15571,17.61416,16.90106,16.41244,16.17289,0.08618104
18.07384,16.84297,16.18956,15.82285,15.53548,0.03933707
19.89559,18.21025,17.35768,16.8605,16.44531,0.06423546
18.63218,17.39592,16.95568,16.67388,16.49827,0.04044293
18.96059,17.77918,17.24513,16.92892,16.74968,0.0818151
17.50784,16.45382,16.00934,15.65839,15.49459,0.07378269
19.3431,18.15359,17.64501,17.36797,17.20835,0.04147156
19.63795,18.09226,17.29136,16.80987,16.46198,0.08751033
18.97727,17.14617,16.26891,15.83275,15.50064,0.075511
19.66127,17.82012,16.82766,16.35569,15.97588,0.08724763
17.44907,15.70001,14.91898,14.53679,14.23787,0.03899339
17.75308,16.14525,15.34903,14.9183,14.5779,0.03984923
19.03918,17.97242,17.53679,17.28558,17.23067,0.03882479
19.53529,17.49374,16.48731,16.03937,15.69164,0.08697817
17.8907,16.91118,16.54724,16.21894,16.04351,0.08019475
19.86355,18.1002,17.25765,16.82639,16.47055,0.03935936
19.10556,17.92543,17.37683,17.09731,16.94427,0.03871459
17.02164,15.05747,14.13677,13.68925,13.35952,0.03870971
19.74821,18.25694,17.59569,17.22088,16.93464,0.03910061
17.918,16.88006,16.40149,16.09615,15.86855,0.03971817
19.11236,17.92701,17.42347,17.0868,16.83476,0.03869415
19.56237,17.59451,16.7141,16.29138,15.95551,0.08621725
19.56588,18.63518,18.09855,17.7029,17.48965,0.06744873
18.53678,17.96047,17.373,17.21301,17.18247,0.03981317
18.97204,17.9849,17.66618,17.43481,17.32352,0.05151358
18.66761,16.83642,15.95352,15.51473,15.16474,0.03804233
18.41814,17.17549,16.63656,16.31784,16.1021,0.03836371
17.97968,16.57929,15.81588,15.38484,15.00796,0.03808302
19.47097,17.4802,16.58447,16.17016,15.81771,0.06308059
19.08307,17.67275,16.96354,16.57325,16.28621,0.0597514
17.79835,16.35954,15.67576,15.28575,14.9844,0.03730522
19.30481,18.2557,17.84356,17.56442,17.36537,0.0485734
18.42401,16.48616,15.58818,15.16028,14.82537,0.04899042
19.04675,17.8448,17.28803,16.95378,16.77695,0.0823582
19.11032,18.06835,17.6618,17.34074,17.25613,0.08386619
18.64009,17.05594,16.25369,15.80932,15.48454,0.08434325
19.33939,17.72716,16.90447,16.45859,16.14578,0.08470514
20.33113,18.57534,17.74603,17.34693,17.04637,0.07433612
19.60731,17.67785,16.79581,16.38422,16.06985,0.07370438
19.13235,17.135,16.20414,15.77855,15.45024,0.07515175
20.01242,18.41632,17.75452,17.37166,17.08978,0.07470006
17.92957,16.20432,15.3285,14.84212,14.48557,0.0747895
18.95534,17.08021,16.13205,15.65296,15.25118,0.05176416
18.39349,16.53366,15.56921,15.092,14.71846,0.07376982
20.23048,18.54528,17.69801,17.29523,16.9824,0.07446004
18.19049,16.85052,16.12945,15.67529,15.38433,0.07545097
19.32554,17.3354,16.4046,15.97445,15.63738,0.07552451
19.22875,17.76982,17.16173,16.78613,16.55157,0.08656486
19.93075,18.11281,17.26851,16.73676,16.36717,0.08685004
18.71289,17.51498,17.01427,16.66714,16.54315,0.08685797
18.55455,17.38288,16.85493,16.48725,16.31991,0.06797858
20.53231,18.72849,17.86058,17.49476,17.17666,0.08729492
19.4095,18.67537,18.46903,18.17624,18.1178,0.05284212
18.52723,17.12415,16.42346,16.00827,15.70155,0.07146523
18.75197,17.30061,16.56847,16.15376,15.8528,0.07035935
18.18262,16.29002,15.41599,14.97731,14.63867,0.05337188
18.78092,17.15864,16.32756,15.8433,15.4739,0.05326328
16.53988,14.66168,13.72055,13.25406,12.8376,0.03507327
20.05011,18.20095,17.3846,16.95169,16.67915,0.03419047
18.90216,17.18099,16.44769,16.09219,15.81547,0.03315733
19.2145,17.91764,17.41034,17.13799,17.11888,0.05216374
17.41621,15.92606,15.16908,14.77125,14.49784,0.05399495
18.72349,16.91439,16.05276,15.62819,15.31722,0.07163873
18.90613,17.60128,17.10005,16.7884,16.66405,0.05061704
17.61098,15.99128,15.15578,14.72412,14.40156,0.06302696
18.85446,17.64366,17.0619,16.64475,16.46159,0.07869784
18.79404,17.66041,17.14628,16.78819,16.64691,0.05020611
18.55615,17.32723,16.90225,16.65506,16.59045,0.03873941
19.06589,17.4181,16.67708,16.28009,16.00122,0.05023868
20.34872,18.69371,17.87179,17.4856,17.20576,0.03837287
19.56683,17.79334,16.96321,16.57814,16.2756,0.05041043
18.39252,16.3979,15.48561,15.04547,14.70017,0.05007546
20.57258,18.62342,17.63901,17.14566,16.78395,0.08753531
18.75489,17.61542,17.08094,16.72496,16.49434,0.05248924
19.07674,17.45717,16.63235,16.18567,15.83694,0.05309742
18.88042,17.72951,17.37799,17.09844,17.07469,0.05223256
19.70778,18.05789,17.14483,16.66562,16.26836,0.07162303
18.95014,17.04413,16.17092,15.78195,15.45094,0.07159279
19.60047,17.54547,16.56945,16.11909,15.7774,0.07132106
17.21062,16.10365,15.64509,15.35768,15.20199,0.03423896
18.85624,17.15317,16.24088,15.73656,15.31825,0.05281309
18.05839,16.31956,15.47988,15.05831,14.71564,0.03904339
19.11598,18.1662,17.92275,17.74224,17.65356,0.03942726
19.24368,18.20432,17.74641,17.37738,17.26407,0.07659891
19.59686,18.10499,17.4097,17.01011,16.73215,0.07338677
19.01999,17.05563,16.05065,15.58611,15.2128,0.07617257
19.59574,17.48557,16.50796,16.03713,15.68503,0.07608883
17.77025,15.7556,14.82466,14.34594,13.9849,0.05835623
19.28597,17.9293,17.35855,17.00862,16.79693,0.0711014
19.69994,17.90037,16.96526,16.50147,16.13873,0.08456675
18.31716,16.62151,15.77729,15.25067,14.90442,0.07093323
19.74315,18.5206,17.96949,17.64617,17.48827,0.07087686
19.16885,17.186,16.30494,15.88446,15.56384,0.05343645
19.42211,17.37038,16.35717,15.89526,15.52449,0.08447308
20.40611,18.51192,17.64073,17.21136,16.88843,0.05143932
19.40487,18.38191,17.98629,17.60265,17.45453,0.08851828
19.35268,17.83506,17.08475,16.67165,16.38393,0.08111317
18.98148,17.76265,17.15315,16.79783,16.56406,0.08692925
19.08851,17.3773,16.52225,16.10843,15.79203,0.08730695
19.65594,18.60738,18.10409,17.78588,17.61221,0.07991483
21.16308,18.82392,17.75461,17.22326,16.77403,0.08807144
18.69676,17.35723,16.73917,16.34923,16.10796,0.07980985
20.50318,18.75379,17.95219,17.57814,17.20899,0.08967015
19.35246,18.04236,17.35428,16.95882,16.66326,0.07914393
19.20007,17.80308,17.07417,16.67241,16.37966,0.08538809
19.33882,17.65268,16.7402,16.2623,15.89691,0.08551934
19.19498,17.15362,16.19932,15.72695,15.36597,0.07124856
19.58312,18.0506,17.38677,16.98176,16.76003,0.07129689
19.76869,18.46803,17.91154,17.53731,17.34176,0.08651696
19.21425,18.01579,17.40311,17.00365,16.81837,0.08736914
20.16594,18.20232,17.24028,16.79618,16.41904,0.08700828
18.98476,17.76991,17.26294,16.93934,16.73331,0.05947204
20.792,18.68648,17.70905,17.26177,16.93108,0.08634914
19.93743,18.23085,17.36642,16.85605,16.48032,0.08729729
19.87775,17.96905,17.01618,16.59126,16.21992,0.08667581
19.07711,17.83504,17.22668,16.87783,16.59043,0.08185304
18.51086,16.48598,15.55757,15.11147,14.74566,0.05920479
19.42559,17.38798,16.39728,15.92566,15.51413,0.05977607
19.54018,18.02668,17.29762,16.88525,16.58201,0.05931378
19.24545,18.09946,17.49631,17.11443,16.88096,0.06179349
20.5571,18.47603,17.49989,17.05774,16.69115,0.08257315
19.28727,17.96775,17.35448,17.03,16.756,0.03816461
19.59875,18.32573,17.84116,17.59335,17.55375,0.06949502
19.84466,17.83119,16.89957,16.46189,16.12177,0.07912138
19.21844,17.6286,16.82788,16.41993,16.14055,0.08265526
20.00772,18.122,17.17215,16.7452,16.37422,0.08211683
19.75704,17.66289,16.61664,16.07194,15.64924,0.08240321
20.1821,18.60075,17.88586,17.49359,17.23899,0.03769352
20.29549,18.39891,17.52111,17.10403,16.70576,0.07942925
20.10475,18.44287,17.57387,17.13505,16.7881,0.08100229
19.36409,18.19739,17.74801,17.42597,17.33434,0.06674289
18.67171,16.68181,15.75429,15.31019,14.94511,0.06589311
19.45525,18.46911,18.1308,17.8351,17.77408,0.0657955
19.76741,18.62338,17.97853,17.60346,17.42903,0.08337232
17.75324,16.65293,16.26393,15.96464,15.8913,0.05446091
19.20071,18.16548,17.76468,17.44032,17.33184,0.07505951
19.50591,17.53299,16.62352,16.20543,15.87041,0.07553416
19.03669,18.03672,17.61424,17.31086,17.23697,0.08688863
19.22076,17.38245,16.46286,15.96121,15.55738,0.07911005
19.78157,18.02678,17.20035,16.85062,16.56982,0.08316126
20.0198,18.07298,17.1469,16.71546,16.38062,0.0826
19.58198,17.75248,16.82558,16.40437,16.04969,0.08276655
20.03138,19.44868,19.22101,18.56585,18.67901,0.08876021
19.40558,18.16701,17.70156,17.39858,17.36288,0.03209967
19.78615,17.83917,17.03122,16.57102,16.23898,0.05424383
19.00597,17.78498,17.26243,16.9546,16.7068,0.07213447
18.61496,16.82117,15.99102,15.5658,15.2104,0.04609774
18.9698,17.19484,16.36198,15.94732,15.62609,0.03188351
19.92023,18.19579,17.36934,16.96643,16.71118,0.03278711
17.09938,15.1235,14.15658,13.6631,13.28822,0.03134727
16.58453,14.64729,13.73313,13.2834,12.95686,0.03234003
19.18469,17.60434,16.85473,16.46769,16.22044,0.03282416
18.81176,17.60724,17.07629,16.74487,16.59798,0.06061311
20.27943,18.50653,17.72346,17.33028,17.09838,0.03201051
19.99721,18.60679,17.87245,17.35809,16.97884,0.08308603
19.32645,17.52655,16.71661,16.23742,15.8792,0.05500096
19.71471,18.38724,17.76828,17.37138,17.23327,0.088929
19.01901,17.62795,16.82659,16.38525,16.09519,0.0894393
19.47835,17.91329,17.08069,16.66371,16.31511,0.05308857
19.33935,17.88186,17.08186,16.65212,16.34511,0.04212166
19.03275,17.02626,16.07008,15.60561,15.21819,0.03968028
20.16671,18.34927,17.47103,17.05507,16.72915,0.0395749
19.67387,18.31742,17.60873,17.22818,16.99764,0.08019761
19.76537,17.65681,16.55528,16.03396,15.6098,0.07280208
18.96766,17.03867,16.13286,15.7098,15.34018,0.03248272
18.56515,16.53577,15.52117,15.00427,14.65319,0.05109033
20.08295,18.14514,17.12341,16.60533,16.18614,0.05804547
20.27842,18.66673,17.79557,17.29556,16.94593,0.07325974
18.54196,16.70966,15.9328,15.53073,15.32952,0.05067524
18.58691,17.22867,16.65582,16.33578,16.10314,0.03229691
19.61221,18.36925,17.87221,17.55333,17.40535,0.04336075
20.72378,18.75435,17.75055,17.26768,16.93041,0.08299018
19.38688,18.16926,17.69698,17.45006,17.3329,0.03254654
19.23412,18.1873,17.75504,17.51875,17.3245,0.03171449
19.84364,18.44599,17.83828,17.52907,17.31324,0.03529574
21.40544,18.93205,17.77677,17.24968,16.85437,0.08809872
20.28392,18.27474,17.33422,16.86955,16.52394,0.05367472
19.4268,17.46884,16.48623,15.99582,15.57225,0.05350629
19.18663,17.25995,16.27921,15.79979,15.42603,0.05482508
16.51768,15.42509,14.93614,14.57546,14.35276,0.04142144
19.56199,17.60616,16.65401,16.16285,15.77172,0.04129273
18.48121,17.17306,16.60615,16.24523,15.97338,0.04149128
19.14358,17.44093,16.58222,16.07225,15.7047,0.05311063
20.76075,19.005,17.76491,17.11052,16.48327,0.07982544
19.48352,17.495,16.36196,15.89809,15.77556,0.0591639
19.76869,16.62,15.68767,14.99878,21.01526,0.06042299
20.44642,18.80392,18.0244,17.52427,17.18094,0.05353947
19.66282,18.3277,17.5725,17.09847,16.79785,0.06025022
18.70883,16.60977,15.5608,15.05495,14.63674,0.05909625
18.17896,16.20194,15.22472,14.73597,14.34376,0.05832123
20.22745,18.04622,16.93819,16.37469,15.89583,0.05932232
18.74026,16.48512,15.37704,14.8146,14.37346,0.06065342
19.55661,18.86275,18.77304,18.54197,18.55616,0.06658871
19.8819,18.03636,17.08107,16.62106,16.25258,0.07252807
19.28289,17.79428,16.98922,16.53812,16.23682,0.07001241
19.34079,18.16904,17.74122,17.54371,17.4508,0.06753261
20.09082,18.5352,17.70898,17.33368,17.02567,0.07156409
19.68804,18.35823,17.66612,17.27104,16.96064,0.07229317
